SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
1,-122.3449769,47.72321155,442,330983,332483,EA30949,Matched,Intersection,35828,AURORA AVE N AND N 130TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2020/04/25 00:00:00+00,4/25/2020 8:29:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
2,-122.3325194,47.6023056,443,110900,110900,3329881,Matched,Intersection,30482,2ND AVE AND JAMES ST,,,2,Injury Collision,Left Turn,4,0,0,2,2010/08/09 00:00:00+00,08-09-2010 10:24,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,10221024,,15,From same direction - one left turn - one straight,0,0,N
1,-122.3342121,47.54937951,444,1352,1352,3502605,Matched,Block,,1ST AVE S BETWEEN S FIDALGO ST AND EAST MARGINAL WAY S, ,,1,Property Damage Only Collision,Left Turn,3,0,0,2,2013/04/02 00:00:00+00,04-02-2013 06:43,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Dawn,,,,15,From same direction - one left turn - one straight,0,0,N
1,-122.293751,47.53891249,445,55200,55200,2615980,Matched,Block,,S MYRTLE ST BETWEEN BEACON ER AVE S AND S MYRTLE PL,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2006/10/14 00:00:00+00,10/14/2006 9:48:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,6287011,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3275245,47.60439327,446,1331,1331,3548985,Matched,Block,,JAMES ST BETWEEN 6TH AVE AND 7TH AVE, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2013/03/28 00:00:00+00,3/28/2013 10:10:00 AM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.328222,47.59239408,447,100000,100000,3327008,Matched,Block,,S ROYAL BROUGHAM WAY BETWEEN 4TH AVE S AND 5TH AVE S,,,2,Injury Collision,Rear Ended,2,0,0,2,2009/08/17 00:00:00+00,8/17/2009 12:20:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,9229019,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.338143,47.64805469,448,43100,43100,2023131,Matched,Block,,N 34TH ST BETWEEN WOODLAWN AVE N AND DENSMORE AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/07/23 00:00:00+00,7/23/2005 1:41:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,5204019,,32,One parked--one moving,0,0,N
1,-122.3761923,47.56529384,449,29300,29300,1774932,Matched,Block,,35TH AVE SW BETWEEN FAUNTLEROY N WAY SW AND FAUNTLEROY S WAY SW,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/02/28 00:00:00+00,2/28/2004 12:30:00 PM,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4059015,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,,,451,60000,60000,2607865,Matched,Block,,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,,1,Property Damage Only Collision,Other,2,0,0,2,2006/10/24 00:00:00+00,10/24/2006 10:01:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,6297026,Y,23,From same direction - all others,0,0,N
2,-122.2945878,47.53796576,452,1267,1267,3672025,Matched,Block,,BEACON ER AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST, ,,2,Injury Collision,Rear Ended,6,0,0,2,2013/03/31 00:00:00+00,3/31/2013 7:00:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dusk,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3386512,47.60733158,453,320846,322346,E937290,Matched,Block,,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST, ,,1,Property Damage Only Collision,Sideswipe,5,0,0,2,2019/07/01 00:00:00+00,07-01-2019 16:35,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3350836,47.5396458,454,320826,322326,E918785,Matched,Block,,1ST AV S BR SB BETWEEN POINT A AND SR509 SB, ,,2,Injury Collision,Rear Ended,8,0,0,7,2019/05/03 00:00:00+00,05-03-2019 16:51,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
2,-122.3209367,47.62466033,455,84000,84000,2899026,Matched,Block,,BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,,,2,Injury Collision,Rear Ended,3,0,0,2,2008/09/03 00:00:00+00,09-03-2008,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,8247023,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3436235,47.62583781,456,53700,53700,2622930,Matched,Block,,AURORA AVE N BETWEEN ROY ST AND VALLEY ST,,,2,Injury Collision,Rear Ended,5,0,0,4,2006/07/07 00:00:00+00,07-07-2006,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6188044,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3369375,47.61216762,457,1311,1311,2606572,Matched,Block,,5TH AVE BETWEEN PINE ST AND OLIVE WAY, ,,2,Injury Collision,Right Turn,4,0,0,2,2013/03/28 00:00:00+00,3/28/2013 6:27:00 AM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Raining,Wet,Dark - Street Lights On,,,,16,From same direction - one right turn - one straight,0,0,N
1,-122.2966582,47.66124886,458,40100,40100,2025347,Matched,Intersection,288752,U VILLAGE DR AND NE 45TH ST,,,1,Property Damage Only Collision,Other,3,0,0,2,2005/09/06 00:00:00+00,09-06-2005,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,5249026,,22,One car leaving driveway access,0,0,N
1,,,459,28100,28100,1778147,Matched,Block,,ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/08/12 00:00:00+00,08-12-2004 17:30,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4225009,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
1,-122.3906502,47.58027357,460,1137,1137,3553734,Matched,Block,,46TH AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 11:40:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
2,-122.355302,47.6821781,461,8741,8741,1782439,Matched,Block,,GREENWOOD AVE N BETWEEN N 73RD ST AND N 74TH ST,,,2,Injury Collision,Rear Ended,8,0,0,4,2004/04/25 00:00:00+00,4/25/2004 10:58:00 AM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4116034,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3413239,47.61206453,463,20200,20200,1214098,Matched,Block,,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,,,1,Property Damage Only Collision,Other,4,0,0,2,2004/09/17 00:00:00+00,9/17/2004 11:34:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,,4261028,,23,From same direction - all others,0,0,N
1,,,464,320812,322312,E935276,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Left Turn,2,0,0,2,2019/06/02 00:00:00+00,06-02-2019 17:10,Unknown,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3659079,47.51827945,466,62000,62000,2072555,Matched,Block,,26TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2006/02/26 00:00:00+00,2/26/2006 6:28:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Dark - Street Lights On,,6057019,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.2963702,47.72380076,467,1081,1081,3597017,Matched,Block,,30TH AVE NE BETWEEN NE 130TH ST AND NE 133RD ST, ,,2,Injury Collision,Other,1,0,0,1,2013/03/25 00:00:00+00,3/25/2013 3:39:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Dark - Street Lights Off,,,,50,Fixed object,0,0,N
1,-122.3798223,47.54474885,468,58100,58100,2060186,Matched,Block,,SW MORGAN ST BETWEEN 37TH AVE SW AND 38TH AVE SW,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2006/01/12 00:00:00+00,01-12-2006 03:33,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Overcast,Dry,Dark - Street Lights On,,6012017,,32,One parked--one moving,0,0,N
1,,,470,48500,48500,2070628,Matched,Block,,SPRUCE ST BETWEEN 8TH AVE AND TERRY AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/02/27 00:00:00+00,2/27/2006 4:30:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Daylight,,6058018,,32,One parked--one moving,0,0,N
2,-122.3001668,47.58099444,471,38300,38300,1077085,Matched,Intersection,31467,RAINIER AVE S AND S BAYVIEW ST,,,2,Injury Collision,Angles,3,0,0,2,2005/08/26 00:00:00+00,8/26/2005 3:00:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5238023,,10,Entering at angle,0,0,N
1,-122.3553063,47.69150544,472,1395,1395,3467091,Matched,Block,,GREENWOOD AVE N BETWEEN N 85TH ST AND N 87TH ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/04/03 00:00:00+00,04-03-2013 21:29,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,Y,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3134077,47.57162902,473,33600,33600,1783990,Matched,Intersection,32245,15TH AVE S AND S SPOKANE ST,,,2,Injury Collision,Angles,4,0,0,3,2005/09/11 00:00:00+00,09-11-2005 20:41,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,5254020,,10,Entering at angle,0,0,N
1,-122.2908185,47.70657855,474,320859,322359,E937406,Matched,Block,,35TH AVE NE BETWEEN NE 105TH ST AND NE 110TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2019/07/04 00:00:00+00,07-04-2019 16:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,Y
1,-122.3311339,47.61253537,475,1222,1222,3581935,Matched,Intersection,29883,PIKE ST AND CONVENTION PL, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/03/31 00:00:00+00,3/31/2013 3:54:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,81,Same direction -- both turning left -- both moving -- sideswipe,0,0,N
2,-122.3295514,47.55339933,476,330851,332351,3803371,Unmatched,Intersection,33170,4TH AVE S AND S LUCILE ST, ,,2,Injury Collision,,3,0,0,0,2020/04/20 00:00:00+00,4/20/2020,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.3234661,47.6375274,478,33000,33000,2063792,Matched,Block,,BOYLSTON AVE E BETWEEN LAKEVIEW N BV E AND E BOSTON ST,,,1,Property Damage Only Collision,Parked Car,6,0,0,2,2005/10/05 00:00:00+00,10-05-2005,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,5278035,,32,One parked--one moving,0,0,N
1,-122.3247477,47.61968083,479,1237,1237,3593844,Matched,Block,,E JOHN ST BETWEEN SUMMIT AVE E AND E OLIVE WAY, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/31 00:00:00+00,3/31/2013 1:45:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.347606,47.62032232,481,330826,332326,3852336,Unmatched,Block,,5TH AVE N BETWEEN JOHN ST AND BROAD ST, ,,1,Property Damage Only Collision,,1,0,0,0,2020/04/16 00:00:00+00,4/16/2020,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N
1,-122.305025,47.60801396,482,69100,69100,2792043,Matched,Intersection,30175,21ST AVE AND E CHERRY ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2007/06/05 00:00:00+00,06-05-2007,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,7156014,,10,Entering at angle,0,0,N
1,-122.3727609,47.67595853,483,1055,1055,3501622,Matched,Block,,NW 65TH ST BETWEEN 12TH AVE NW AND 14TH AVE NW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 11:36:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,Y,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
1,-122.3207449,47.60453069,484,59700,59700,2071146,Matched,Intersection,29831,BOREN AVE AND BROADWAY,,,1,Property Damage Only Collision,Sideswipe,7,0,0,2,2006/06/24 00:00:00+00,6/24/2006 4:13:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6175012,,81,Same direction -- both turning left -- both moving -- sideswipe,0,0,N
1,-122.3773428,47.69060745,486,51000,51000,2059368,Matched,Block,,NW 85TH ST BETWEEN 15TH AVE NW AND 16TH AVE NW,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2006/01/26 00:00:00+00,1/26/2006 8:15:00 AM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,6026048,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3064701,47.56643214,487,38900,38900,1773342,Matched,Block,,BEACON AVE S BETWEEN BEACON WR N AVE S AND BEACON ER AVE S,,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,2005/02/03 00:00:00+00,02-03-2005,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,5034041,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3202196,47.62682816,488,1360,1360,3593845,Matched,Intersection,28977,10TH AVE E AND E ALOHA ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/04/02 00:00:00+00,04-02-2013 06:34,At Intersection (intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Daylight,,,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
1,-122.3473151,47.65205986,489,34700,34700,2023301,Matched,Block,,AURORA AVE N BETWEEN BRIDGE WAY N AND N 38 UPPER ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2005/06/24 00:00:00+00,6/24/2005 2:30:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5175038,Y,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3482257,47.62455294,490,320889,322389,E938201,Unmatched,Block,,MERCER ST BETWEEN 4TH AVE N AND 5TH AVE N, ,,1,Property Damage Only Collision,,2,0,0,0,2019/07/08 00:00:00+00,07-08-2019,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.2699891,47.53210531,491,330848,332348,EA29359,Matched,Block,,RAINIER AVE S BETWEEN S CHICAGO ST AND S KENYON ST, ,,1,Property Damage Only Collision,Angles,3,0,0,3,2020/04/14 00:00:00+00,4/14/2020 11:12:00 AM,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.3255288,47.61521875,492,45600,45600,2028039,Matched,Intersection,29860,SUMMIT AVE AND E PINE ST,,,2,Injury Collision,Angles,3,0,0,2,2005/04/15 00:00:00+00,4/15/2005 5:44:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,5105017,,10,Entering at angle,0,0,N
2,-122.2875459,47.56175885,493,1228,1228,3672124,Matched,Block,,RAINIER AVE S BETWEEN S OREGON ST AND S ALASKA ST, ,,2,Injury Collision,Rear Ended,4,0,0,2,2013/03/30 00:00:00+00,3/30/2013 5:02:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3192088,47.70856922,495,330802,332302,EA19054,Matched,Block,,NE NORTHGATE WAY BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2020/01/02 00:00:00+00,01-02-2020 18:09,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Unknown Lighting,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2983548,47.60800045,496,111100,111100,3386629,Matched,Block,,E CHERRY ST BETWEEN 26TH AVE AND 27TH W AVE,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2010/09/15 00:00:00+00,9/15/2010 5:31:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,Y,Raining,Wet,Daylight,,10258022,,32,One parked--one moving,0,0,N
1,-122.3767697,47.67952867,497,1348,1348,3609017,Matched,Intersection,23926,15TH AVE NW AND NW 70TH ST, ,,1,Property Damage Only Collision,Left Turn,3,0,0,3,2013/03/27 00:00:00+00,3/27/2013 4:56:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.342572,47.60779516,498,56900,56900,2625188,Matched,Block,,ALASKAN WAY BETWEEN ALASKAN E RDWY WAY AND PIKE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/11/24 00:00:00+00,11/24/2006 2:45:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,6328024,,32,One parked--one moving,0,0,N
1,-122.2777117,47.70024447,499,1315,1315,3501980,Matched,Block,,SAND POINT WAY NE BETWEEN NE 97TH ST AND NE 100TH ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/03/28 00:00:00+00,3/28/2013 8:24:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3512527,47.68693981,500,130000,130000,3562147,Matched,Block,,N 80TH ST BETWEEN DAYTON AVE N AND FREMONT AVE N,,,2,Injury Collision,Parked Car,2,0,0,2,2011/03/12 00:00:00+00,03-12-2011 02:30,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,Y,Raining,Wet,Dark - Street Lights On,,11071002,,32,One parked--one moving,0,0,N
1,-122.3553063,47.69150544,501,41800,41800,2022418,Matched,Block,,GREENWOOD AVE N BETWEEN N 85TH ST AND N 87TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/07/06 00:00:00+00,07-06-2005,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,5187036,,20,One car leaving parked position,0,0,N
1,-122.3246186,47.60708825,502,28800,28800,1798932,Matched,Block,,TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/08/31 00:00:00+00,8/31/2004 12:23:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4244027,,32,One parked--one moving,0,0,N
1,-122.3864507,47.58349953,504,1258,1258,3553735,Matched,Block,,CALIFORNIA AVE SW BETWEEN SW WALKER ST AND SW COLLEGE ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/31 00:00:00+00,3/31/2013 1:26:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.4120188,47.57684322,505,320925,322425,3587805,Matched,Block,,62ND AVE SW BETWEEN SW STEVENS ST AND SW ADMIRAL WAY, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2019/07/06 00:00:00+00,07-06-2019 14:16,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,32,One parked--one moving,0,0,Y
2,-122.3342556,47.52935807,506,320828,322328,E918820,Matched,Block,,SR509 NB BETWEEN KENYON ON RP AND 1ST AV S ON RP, ,,2,Injury Collision,Rear Ended,2,0,0,2,2019/04/24 00:00:00+00,4/24/2019 8:45:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3930003,47.69057215,507,99000,99000,3198702,Matched,Intersection,37083,28TH AVE NW AND NW 85TH ST,,,1,Property Damage Only Collision,Angles,5,0,0,2,2009/06/30 00:00:00+00,6/30/2009 2:00:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,9181010,,10,Entering at angle,0,0,N
2,-122.302329,47.65499523,508,64600,64600,C696927,Matched,Block,,MONTLAKE BLVD NE BETWEEN NE PACIFIC PL AND 25TH AVE NE,,,2,Injury Collision,Rear Ended,3,0,0,3,2007/10/23 00:00:00+00,10/23/2007 2:30:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,7296035,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
